Invoice Number,Date Time,Customer ID,Product ID,Quantity,Price per Unit,Return Status,Sales Channel,Total Sales,Customer Age Group,Region,Product Category,date,year
2685,2021-01-02 16:22:00,75,31,1,90.63,Not Returned,Online,90.63,56+,West,Clothing,2021-01-02,2021
2686,2021-01-11 09:17:00,15,2,6,92.63,Not Returned,In-Store,555.78,46-55,West,Clothing,2021-01-11,2021
2687,2021-01-04 11:55:00,71,18,2,64.45,Not Returned,Online,128.9,18-25,North,Footwear,2021-01-04,2021
2688,2021-01-08 07:38:00,44,25,7,36.69,Not Returned,Online,256.83,26-35,East,Clothing,2021-01-08,2021
2689,2021-01-01 15:17:00,33,41,3,72.46,Not Returned,Online,217.38,46-55,East,Accessories,2021-01-01,2021
2690,2021-01-06 00:22:00,91,12,1,76.84,Not Returned,Online,76.84,36-45,East,Clothing,2021-01-06,2021
2691,2021-01-07 23:19:00,67,31,2,28.25,Not Returned,Online,56.5,26-35,South,Clothing,2021-01-07,2021
2692,2021-01-02 09:07:00,42,8,3,74.69,Not Returned,Online,224.07,18-25,East,Accessories,2021-01-02,2021
2693,2021-01-11 03:26:00,38,36,2,26.73,Not Returned,Online,53.46,56+,South,Clothing,2021-01-11,2021
2694,2021-01-08 13:17:00,14,18,4,60.99,Not Returned,Online,243.96,26-35,East,Footwear,2021-01-08,2021
2695,2021-01-02 17:21:00,12,46,1,20.12,Not Returned,Online,20.12,36-45,West,Clothing,2021-01-02,2021
2696,2021-01-07 03:34:00,75,27,5,59.73,Not Returned,Online,298.65,56+,West,Footwear,2021-01-07,2021
2697,2021-01-08 21:53:00,75,3,6,53.79,Not Returned,Online,322.74,56+,West,Footwear,2021-01-08,2021
2698,2021-01-08 13:17:00,48,10,1,74.7,Not Returned,Online,74.7,56+,West,Footwear,2021-01-08,2021
2699,2021-01-02 07:37:00,89,34,6,47.61,Not Returned,In-Store,285.66,46-55,North,Footwear,2021-01-02,2021
2700,2021-01-08 21:23:00,66,34,4,74.33,Not Returned,Online,297.32,46-55,South,Footwear,2021-01-08,2021
2701,2021-01-09 12:24:00,59,24,5,27.13,Not Returned,Online,135.65,46-55,North,Accessories,2021-01-09,2021
2702,2021-01-07 04:21:00,6,31,6,27.47,Not Returned,In-Store,164.82,26-35,South,Clothing,2021-01-07,2021
2703,2021-01-07 21:51:00,44,38,1,79.11,Not Returned,In-Store,79.11,26-35,East,Footwear,2021-01-07,2021
2704,2021-01-10 13:23:00,85,16,1,87.8,Not Returned,Online,87.8,18-25,North,Footwear,2021-01-10,2021
2705,2021-01-04 06:26:00,80,4,5,52.03,Not Returned,Online,260.15,46-55,East,Clothing,2021-01-04,2021
2706,2021-01-06 16:38:00,3,22,3,43.23,Not Returned,In-Store,129.69,36-45,North,Clothing,2021-01-06,2021
2707,2021-01-02 06:13:00,94,1,5,34.6,Not Returned,Online,173.0,36-45,West,Accessories,2021-01-02,2021
2708,2021-01-01 04:20:00,8,8,2,21.77,Not Returned,Online,43.54,26-35,West,Accessories,2021-01-01,2021
2709,2021-01-07 12:25:00,81,48,3,26.08,Not Returned,Online,78.24,56+,West,Footwear,2021-01-07,2021
2710,2021-01-01 03:50:00,29,9,7,31.14,Not Returned,Online,217.98,46-55,East,Footwear,2021-01-01,2021
2711,2021-01-04 07:11:00,4,7,7,97.6,Not Returned,In-Store,683.2,56+,West,Footwear,2021-01-04,2021
2712,2021-01-03 13:49:00,96,13,2,82.21,Not Returned,Online,164.42,36-45,North,Footwear,2021-01-03,2021
2713,2021-01-11 02:14:00,51,21,6,61.9,Not Returned,Online,371.4,46-55,East,Clothing,2021-01-11,2021
2714,2021-01-09 18:13:00,78,21,6,83.22,Not Returned,Online,499.32,46-55,South,Clothing,2021-01-09,2021
2715,2021-01-09 19:37:00,25,39,4,66.97,Not Returned,Online,267.88,18-25,East,Accessories,2021-01-09,2021
2716,2021-01-04 12:23:00,64,15,1,72.45,Not Returned,Online,72.45,26-35,South,Footwear,2021-01-04,2021
2717,2021-01-10 10:59:00,63,31,4,76.05,Not Returned,In-Store,304.2,56+,East,Clothing,2021-01-10,2021
2719,2021-01-03 07:18:00,50,8,1,77.99,Not Returned,Online,77.99,46-55,South,Accessories,2021-01-03,2021
2720,2021-01-07 22:21:00,22,40,7,94.67,Not Returned,Online,662.69,56+,North,Accessories,2021-01-07,2021
2721,2021-01-11 07:31:00,74,32,5,24.24,Not Returned,In-Store,121.2,26-35,West,Clothing,2021-01-11,2021
2722,2021-01-11 06:08:00,25,13,2,91.24,Not Returned,Online,182.48,18-25,East,Footwear,2021-01-11,2021
2723,2021-01-11 09:59:00,91,43,1,86.5,Not Returned,Online,86.5,36-45,East,Clothing,2021-01-11,2021
2725,2021-01-08 15:14:00,20,46,5,47.35,Not Returned,In-Store,236.75,46-55,North,Clothing,2021-01-08,2021
2726,2021-01-11 09:14:00,71,23,5,56.62,Not Returned,In-Store,283.1,18-25,North,Clothing,2021-01-11,2021
2728,2021-01-10 13:48:00,4,36,6,67.47,Not Returned,Online,404.82,56+,West,Clothing,2021-01-10,2021
2729,2021-01-11 01:22:00,60,50,6,28.0,Not Returned,Online,168.0,26-35,West,Accessories,2021-01-11,2021
2730,2021-01-06 07:59:00,81,6,4,79.37,Not Returned,Online,317.48,56+,West,Accessories,2021-01-06,2021
2731,2021-01-01 05:12:00,35,40,7,39.74,Not Returned,In-Store,278.18,36-45,East,Accessories,2021-01-01,2021
2732,2021-01-08 05:44:00,46,10,3,69.17,Not Returned,In-Store,207.51,18-25,West,Footwear,2021-01-08,2021
2736,2021-01-05 21:49:00,66,35,1,28.22,Not Returned,In-Store,28.22,46-55,South,Footwear,2021-01-05,2021
2737,2021-01-09 20:08:00,86,5,1,32.55,Not Returned,In-Store,32.55,18-25,East,Clothing,2021-01-09,2021
2738,2021-01-04 07:45:00,40,27,7,29.68,Not Returned,Online,207.76,26-35,East,Footwear,2021-01-04,2021
2739,2021-01-06 01:39:00,92,8,7,35.94,Not Returned,Online,251.58,18-25,South,Accessories,2021-01-06,2021
2740,2021-01-08 12:34:00,14,47,1,51.0,Not Returned,In-Store,51.0,26-35,East,Footwear,2021-01-08,2021
2741,2021-01-10 09:54:00,62,50,2,73.57,Not Returned,Online,147.14,46-55,East,Accessories,2021-01-10,2021
2743,2021-01-11 04:53:00,51,37,6,50.26,Not Returned,In-Store,301.56,46-55,East,Footwear,2021-01-11,2021
2744,2021-01-09 10:10:00,71,50,5,77.39,Not Returned,In-Store,386.95,18-25,North,Accessories,2021-01-09,2021
2745,2021-01-07 09:43:00,43,22,6,42.8,Not Returned,In-Store,256.8,46-55,West,Clothing,2021-01-07,2021
2746,2021-01-02 19:58:00,66,34,7,26.03,Not Returned,Online,182.21,46-55,South,Footwear,2021-01-02,2021
2747,2021-01-07 01:49:00,44,13,5,65.03,Not Returned,Online,325.15,26-35,East,Footwear,2021-01-07,2021
2748,2021-01-07 07:55:00,90,8,2,71.12,Not Returned,Online,142.24,36-45,North,Accessories,2021-01-07,2021
2749,2021-01-03 07:11:00,57,26,2,37.51,Not Returned,Online,75.02,46-55,North,Footwear,2021-01-03,2021
2751,2021-01-04 00:04:00,58,8,3,20.23,Not Returned,In-Store,60.69,26-35,West,Accessories,2021-01-04,2021
2752,2021-01-02 10:50:00,87,40,3,26.44,Not Returned,Online,79.32,18-25,South,Accessories,2021-01-02,2021
2754,2021-01-07 04:12:00,19,3,7,92.95,Not Returned,In-Store,650.65,18-25,East,Footwear,2021-01-07,2021
2755,2021-01-11 03:45:00,45,48,4,57.71,Not Returned,Online,230.84,26-35,North,Footwear,2021-01-11,2021
2756,2021-01-08 12:10:00,63,38,6,98.41,Not Returned,In-Store,590.46,56+,East,Footwear,2021-01-08,2021
2757,2021-01-11 06:38:00,71,38,5,67.32,Not Returned,In-Store,336.6,18-25,North,Footwear,2021-01-11,2021
2760,2021-01-02 07:15:00,47,26,5,57.98,Not Returned,In-Store,289.9,26-35,East,Footwear,2021-01-02,2021
2764,2021-01-02 08:07:00,9,32,7,37.33,Not Returned,In-Store,261.31,36-45,East,Clothing,2021-01-02,2021
2765,2021-01-02 04:18:00,32,43,4,36.36,Not Returned,In-Store,145.44,46-55,East,Clothing,2021-01-02,2021
2766,2021-01-07 03:45:00,29,6,1,71.54,Not Returned,In-Store,71.54,46-55,East,Accessories,2021-01-07,2021
2767,2021-01-10 20:22:00,5,33,4,33.26,Not Returned,Online,133.04,56+,West,Accessories,2021-01-10,2021
2768,2021-01-09 02:27:00,13,46,4,90.89,Not Returned,Online,363.56,56+,North,Clothing,2021-01-09,2021
2769,2021-01-08 03:27:00,27,41,3,41.48,Not Returned,Online,124.44,36-45,North,Accessories,2021-01-08,2021
2770,2021-01-01 01:50:00,57,22,3,77.6,Not Returned,Online,232.8,46-55,North,Clothing,2021-01-01,2021
2771,2021-01-07 15:43:00,65,41,4,28.63,Not Returned,Online,114.52,26-35,West,Accessories,2021-01-07,2021
2772,2021-01-09 20:42:00,49,23,5,31.51,Not Returned,Online,157.55,26-35,West,Clothing,2021-01-09,2021
2774,2021-01-09 01:57:00,1,37,7,39.87,Not Returned,Online,279.09,46-55,West,Footwear,2021-01-09,2021
2775,2021-01-01 14:15:00,54,43,6,83.46,Not Returned,Online,500.76,56+,East,Clothing,2021-01-01,2021
2776,2021-01-07 14:30:00,68,40,1,56.65,Not Returned,In-Store,56.65,26-35,North,Accessories,2021-01-07,2021
2777,2021-01-01 02:02:00,11,49,6,73.17,Not Returned,Online,439.02,46-55,South,Footwear,2021-01-01,2021
2779,2021-01-08 09:28:00,16,10,6,79.48,Not Returned,Online,476.88,26-35,West,Footwear,2021-01-08,2021
2780,2021-01-03 15:52:00,67,28,7,76.1,Not Returned,Online,532.7,26-35,South,Footwear,2021-01-03,2021
2781,2021-01-05 22:22:00,90,28,4,38.25,Not Returned,Online,153.0,36-45,North,Footwear,2021-01-05,2021
2782,2021-01-02 23:19:00,18,8,7,95.7,Not Returned,Online,669.9,56+,East,Accessories,2021-01-02,2021
2783,2021-01-08 09:18:00,56,21,2,44.82,Not Returned,Online,89.64,18-25,East,Clothing,2021-01-08,2021
2785,2021-01-03 20:56:00,88,32,5,86.5,Not Returned,In-Store,432.5,18-25,North,Clothing,2021-01-03,2021
2786,2021-01-05 19:23:00,86,32,1,88.35,Not Returned,In-Store,88.35,18-25,East,Clothing,2021-01-05,2021
2787,2021-01-03 03:22:00,11,37,6,65.66,Not Returned,In-Store,393.96,46-55,South,Footwear,2021-01-03,2021
2788,2021-01-10 08:35:00,17,15,5,68.68,Not Returned,Online,343.4,46-55,South,Footwear,2021-01-10,2021
2789,2021-01-10 03:57:00,22,43,1,37.1,Not Returned,In-Store,37.1,56+,North,Clothing,2021-01-10,2021
2790,2021-01-09 02:21:00,48,33,3,46.03,Not Returned,In-Store,138.09,56+,West,Accessories,2021-01-09,2021
2791,2021-01-03 18:07:00,64,43,1,94.27,Not Returned,Online,94.27,26-35,South,Clothing,2021-01-03,2021
2793,2021-01-09 09:52:00,100,39,5,51.24,Not Returned,Online,256.2,18-25,West,Accessories,2021-01-09,2021
2794,2021-01-08 20:05:00,43,38,2,85.46,Not Returned,In-Store,170.92,46-55,West,Footwear,2021-01-08,2021
2795,2021-01-09 15:40:00,94,32,2,53.55,Not Returned,Online,107.1,36-45,West,Clothing,2021-01-09,2021
2796,2021-01-11 02:28:00,41,8,1,45.64,Not Returned,Online,45.64,46-55,East,Accessories,2021-01-11,2021
2797,2021-01-07 06:26:00,33,20,5,83.54,Not Returned,Online,417.7,46-55,East,Clothing,2021-01-07,2021
2799,2021-01-06 01:56:00,27,40,2,63.61,Not Returned,Online,127.22,36-45,North,Accessories,2021-01-06,2021
2800,2021-01-03 12:12:00,71,44,1,36.5,Not Returned,In-Store,36.5,18-25,North,Accessories,2021-01-03,2021
2801,2021-01-01 05:14:00,83,34,4,48.28,Not Returned,Online,193.12,56+,East,Footwear,2021-01-01,2021
2803,2021-01-09 02:18:00,59,39,1,48.61,Not Returned,In-Store,48.61,46-55,North,Accessories,2021-01-09,2021
2804,2021-01-02 13:02:00,15,2,1,47.85,Not Returned,Online,47.85,46-55,West,Clothing,2021-01-02,2021
2805,2021-01-09 21:44:00,11,34,2,49.21,Not Returned,Online,98.42,46-55,South,Footwear,2021-01-09,2021
2806,2021-01-11 09:48:00,48,4,1,59.08,Not Returned,Online,59.08,56+,West,Clothing,2021-01-11,2021
2807,2021-01-05 08:06:00,60,15,1,68.82,Not Returned,Online,68.82,26-35,West,Footwear,2021-01-05,2021
2809,2021-01-03 16:52:00,51,25,3,30.37,Not Returned,In-Store,91.11,46-55,East,Clothing,2021-01-03,2021
2811,2021-01-07 17:00:00,80,44,6,41.76,Not Returned,Online,250.56,46-55,East,Accessories,2021-01-07,2021
2814,2021-01-05 16:13:00,60,27,1,78.24,Not Returned,Online,78.24,26-35,West,Footwear,2021-01-05,2021
2815,2021-01-10 12:15:00,12,5,5,57.25,Not Returned,Online,286.25,36-45,West,Clothing,2021-01-10,2021
2817,2021-01-03 22:39:00,29,3,6,46.78,Not Returned,In-Store,280.68,46-55,East,Footwear,2021-01-03,2021
2818,2021-01-09 22:11:00,75,7,6,84.65,Not Returned,Online,507.9,56+,West,Footwear,2021-01-09,2021
2819,2021-01-09 18:30:00,59,5,5,27.43,Not Returned,Online,137.15,46-55,North,Clothing,2021-01-09,2021
2820,2021-01-05 15:27:00,79,33,6,30.78,Not Returned,In-Store,184.68,46-55,South,Accessories,2021-01-05,2021
2821,2021-01-02 12:07:00,83,12,2,71.75,Not Returned,Online,143.5,56+,East,Clothing,2021-01-02,2021
2823,2021-01-02 21:40:00,62,28,1,41.43,Not Returned,In-Store,41.43,46-55,East,Footwear,2021-01-02,2021
2824,2021-01-11 03:22:00,8,28,1,65.38,Not Returned,In-Store,65.38,56+,West,Footwear,2021-01-11,2021
2825,2021-01-10 20:54:00,33,26,7,73.65,Not Returned,Online,515.55,46-55,East,Footwear,2021-01-10,2021
2827,2021-01-03 03:21:00,79,38,1,50.31,Not Returned,In-Store,50.31,46-55,South,Footwear,2021-01-03,2021
2829,2021-01-09 00:20:00,34,13,1,97.06,Not Returned,In-Store,97.06,18-25,North,Footwear,2021-01-09,2021
2830,2021-01-06 20:20:00,100,6,3,52.74,Not Returned,Online,158.22,18-25,West,Accessories,2021-01-06,2021
2831,2021-01-02 01:18:00,94,2,4,66.19,Not Returned,Online,264.76,36-45,West,Clothing,2021-01-02,2021
2832,2021-01-10 13:30:00,7,33,3,91.6,Not Returned,In-Store,274.8,18-25,North,Accessories,2021-01-10,2021
2833,2021-01-01 22:10:00,39,41,4,92.23,Not Returned,Online,368.92,18-25,West,Accessories,2021-01-01,2021
2834,2021-01-05 00:34:00,90,32,3,27.81,Not Returned,In-Store,83.43,36-45,North,Clothing,2021-01-05,2021
2835,2021-01-08 23:43:00,64,6,6,57.95,Not Returned,Online,347.7,26-35,South,Accessories,2021-01-08,2021
2836,2021-01-08 11:59:00,72,36,7,39.87,Not Returned,Online,279.09,56+,South,Clothing,2021-01-08,2021
2837,2021-01-05 04:14:00,27,22,6,57.92,Not Returned,In-Store,347.52,36-45,North,Clothing,2021-01-05,2021
2838,2021-01-06 12:13:00,87,48,4,89.31,Not Returned,Online,357.24,18-25,South,Footwear,2021-01-06,2021
2839,2021-01-05 10:58:00,8,24,3,85.43,Not Returned,Online,256.29,26-35,West,Accessories,2021-01-05,2021
2840,2021-01-01 21:50:00,15,46,5,27.08,Not Returned,Online,135.4,46-55,West,Clothing,2021-01-01,2021
2841,2021-01-02 02:17:00,32,18,5,82.18,Not Returned,In-Store,410.9,46-55,East,Footwear,2021-01-02,2021
2842,2021-01-01 09:54:00,92,17,2,95.35,Not Returned,Online,190.7,18-25,South,Accessories,2021-01-01,2021
2843,2021-01-01 02:01:00,76,14,7,34.74,Not Returned,In-Store,243.18,26-35,West,Clothing,2021-01-01,2021
2844,2021-01-05 21:08:00,28,48,2,26.19,Not Returned,In-Store,52.38,26-35,South,Footwear,2021-01-05,2021
2845,2021-01-01 22:17:00,6,15,7,95.82,Not Returned,Online,670.74,26-35,South,Footwear,2021-01-01,2021
2846,2021-01-02 12:04:00,18,23,1,58.05,Not Returned,Online,58.05,56+,East,Clothing,2021-01-02,2021
2847,2021-01-08 02:06:00,8,49,7,67.65,Not Returned,In-Store,473.55,56+,West,Footwear,2021-01-08,2021
2848,2021-01-06 04:53:00,31,16,2,94.81,Not Returned,In-Store,189.62,36-45,South,Footwear,2021-01-06,2021
2849,2021-01-02 17:13:00,54,31,7,93.16,Not Returned,Online,652.12,56+,East,Clothing,2021-01-02,2021
2850,2021-01-10 18:14:00,52,28,4,63.64,Not Returned,Online,254.56,46-55,East,Footwear,2021-01-10,2021
2851,2021-01-10 17:55:00,28,20,5,44.97,Not Returned,In-Store,224.85,26-35,South,Clothing,2021-01-10,2021
2853,2021-01-01 23:05:00,29,49,4,83.25,Not Returned,Online,333.0,46-55,East,Footwear,2021-01-01,2021
2855,2021-01-07 00:54:00,37,36,6,69.91,Not Returned,Online,419.46,36-45,South,Clothing,2021-01-07,2021
2856,2021-01-07 14:33:00,53,50,1,36.47,Not Returned,In-Store,36.47,46-55,East,Accessories,2021-01-07,2021
2857,2021-01-05 00:05:00,87,21,7,66.85,Not Returned,Online,467.95,18-25,South,Clothing,2021-01-05,2021
2858,2021-01-06 02:09:00,12,32,6,49.28,Not Returned,In-Store,295.68,36-45,West,Clothing,2021-01-06,2021
2859,2021-01-06 03:29:00,14,27,4,42.65,Not Returned,In-Store,170.6,26-35,East,Footwear,2021-01-06,2021
2860,2021-01-05 16:20:00,14,25,5,73.11,Not Returned,In-Store,365.55,26-35,East,Clothing,2021-01-05,2021
2861,2021-01-03 12:20:00,74,7,5,50.09,Not Returned,In-Store,250.45,26-35,West,Footwear,2021-01-03,2021
2862,2021-01-01 03:18:00,99,1,2,39.69,Not Returned,Online,79.38,26-35,South,Accessories,2021-01-01,2021
2863,2021-01-03 19:10:00,10,43,6,55.36,Not Returned,In-Store,332.16,56+,East,Clothing,2021-01-03,2021
2864,2021-01-03 20:14:00,83,21,4,46.36,Not Returned,Online,185.44,56+,East,Clothing,2021-01-03,2021
2865,2021-01-04 06:23:00,92,41,1,78.28,Not Returned,Online,78.28,18-25,South,Accessories,2021-01-04,2021
2866,2021-01-05 02:30:00,5,41,3,76.62,Not Returned,Online,229.86,56+,West,Accessories,2021-01-05,2021
2867,2021-01-09 10:11:00,2,49,1,43.6,Not Returned,Online,43.6,56+,East,Footwear,2021-01-09,2021
2869,2021-01-07 07:03:00,7,12,3,63.5,Not Returned,Online,190.5,36-45,North,Clothing,2021-01-07,2021
2870,2021-01-10 12:59:00,50,15,5,34.9,Not Returned,Online,174.5,46-55,South,Footwear,2021-01-10,2021
2871,2021-01-01 21:01:00,28,43,1,50.28,Not Returned,In-Store,50.28,26-35,South,Clothing,2021-01-01,2021
2872,2021-01-02 01:10:00,11,1,7,88.69,Not Returned,Online,620.83,46-55,South,Accessories,2021-01-02,2021
2873,2021-01-03 20:14:00,18,11,5,73.42,Not Returned,Online,367.1,56+,East,Clothing,2021-01-03,2021
2874,2021-01-11 03:22:00,45,10,6,41.36,Not Returned,In-Store,248.16,26-35,North,Footwear,2021-01-11,2021
2875,2021-01-06 18:01:00,6,7,6,78.81,Not Returned,Online,472.86,26-35,South,Footwear,2021-01-06,2021
2876,2021-01-08 20:24:00,32,3,2,36.81,Not Returned,Online,73.62,46-55,East,Footwear,2021-01-08,2021
2877,2021-01-03 07:06:00,60,5,7,37.27,Not Returned,In-Store,260.89,26-35,West,Clothing,2021-01-03,2021
2878,2021-01-04 16:12:00,90,41,6,91.76,Not Returned,Online,550.56,36-45,North,Accessories,2021-01-04,2021
2879,2021-01-01 14:07:00,38,5,1,73.33,Not Returned,Online,73.33,56+,South,Clothing,2021-01-01,2021
2880,2021-01-05 13:17:00,83,37,7,73.89,Not Returned,Online,517.23,56+,East,Footwear,2021-01-05,2021
2881,2021-01-06 08:57:00,37,41,6,30.69,Not Returned,Online,184.14,36-45,South,Accessories,2021-01-06,2021
2882,2021-01-06 08:04:00,4,40,6,55.68,Not Returned,Online,334.08,56+,West,Accessories,2021-01-06,2021
2883,2021-01-02 02:57:00,33,32,6,92.45,Not Returned,Online,554.7,46-55,East,Clothing,2021-01-02,2021
2886,2021-01-08 20:32:00,68,47,7,41.81,Not Returned,In-Store,292.67,26-35,North,Footwear,2021-01-08,2021
2887,2021-01-07 18:18:00,31,30,6,20.54,Not Returned,Online,123.24,36-45,South,Clothing,2021-01-07,2021
2888,2021-01-03 11:26:00,88,43,7,20.72,Not Returned,In-Store,145.04,18-25,North,Clothing,2021-01-03,2021
2889,2021-01-03 20:47:00,65,47,4,65.54,Not Returned,Online,262.16,26-35,West,Footwear,2021-01-03,2021
2890,2021-01-08 12:50:00,19,27,6,79.99,Not Returned,Online,479.94,18-25,East,Footwear,2021-01-08,2021
2891,2021-01-08 09:53:00,19,15,2,23.57,Not Returned,In-Store,47.14,18-25,East,Footwear,2021-01-08,2021
2892,2021-01-01 16:19:00,35,21,5,28.79,Not Returned,Online,143.95,36-45,East,Clothing,2021-01-01,2021
2893,2021-01-05 08:17:00,96,11,2,29.86,Not Returned,Online,59.72,36-45,North,Clothing,2021-01-05,2021
2894,2021-01-02 15:52:00,18,9,2,30.86,Not Returned,In-Store,61.72,56+,East,Footwear,2021-01-02,2021
2896,2021-01-05 04:07:00,45,20,4,32.72,Not Returned,In-Store,130.88,26-35,North,Clothing,2021-01-05,2021
2897,2021-01-09 20:52:00,54,13,4,26.05,Not Returned,Online,104.2,56+,East,Footwear,2021-01-09,2021
2899,2021-01-09 11:05:00,32,3,2,21.82,Not Returned,In-Store,43.64,46-55,East,Footwear,2021-01-09,2021
2900,2021-01-06 03:00:00,32,4,4,82.14,Not Returned,In-Store,328.56,46-55,East,Clothing,2021-01-06,2021
2901,2021-01-06 15:27:00,73,6,7,53.39,Not Returned,Online,373.73,56+,West,Accessories,2021-01-06,2021
2902,2021-01-02 17:01:00,77,25,2,52.7,Not Returned,In-Store,105.4,18-25,West,Clothing,2021-01-02,2021
2903,2021-01-03 08:48:00,81,3,4,41.16,Not Returned,Online,164.64,56+,West,Footwear,2021-01-03,2021
2904,2021-01-04 12:46:00,50,6,3,74.73,Not Returned,Online,224.19,46-55,South,Accessories,2021-01-04,2021
2905,2021-01-08 14:44:00,27,23,5,32.52,Not Returned,In-Store,162.6,36-45,North,Clothing,2021-01-08,2021
2909,2021-01-04 12:28:00,1,33,2,96.94,Not Returned,Online,193.88,46-55,West,Accessories,2021-01-04,2021
2910,2021-01-05 22:07:00,26,44,7,21.46,Not Returned,In-Store,150.22,36-45,East,Accessories,2021-01-05,2021
2911,2021-01-06 18:01:00,11,44,1,92.88,Not Returned,Online,92.88,46-55,South,Accessories,2021-01-06,2021
2912,2021-01-05 14:52:00,20,50,6,20.7,Not Returned,In-Store,124.2,46-55,North,Accessories,2021-01-05,2021
2913,2021-01-09 10:39:00,27,10,2,49.81,Not Returned,Online,99.62,36-45,North,Footwear,2021-01-09,2021
2914,2021-01-07 00:07:00,98,33,2,24.47,Not Returned,Online,48.94,26-35,East,Accessories,2021-01-07,2021
2915,2021-01-11 07:14:00,83,7,6,91.88,Not Returned,Online,551.28,56+,East,Footwear,2021-01-11,2021
2916,2021-01-06 15:34:00,9,50,5,56.57,Not Returned,Online,282.85,36-45,East,Accessories,2021-01-06,2021
2918,2021-01-07 15:40:00,79,26,5,24.47,Not Returned,In-Store,122.35,46-55,South,Footwear,2021-01-07,2021
2919,2021-01-08 03:37:00,43,2,2,75.35,Not Returned,In-Store,150.7,46-55,West,Clothing,2021-01-08,2021
2920,2021-01-11 07:06:00,100,50,5,71.4,Not Returned,Online,357.0,18-25,West,Accessories,2021-01-11,2021
2921,2021-01-05 06:14:00,53,15,5,40.01,Not Returned,Online,200.05,46-55,East,Footwear,2021-01-05,2021
2922,2021-01-03 17:30:00,16,8,2,85.24,Not Returned,Online,170.48,26-35,West,Accessories,2021-01-03,2021
2923,2021-01-08 10:14:00,78,6,7,48.99,Not Returned,In-Store,342.93,46-55,South,Accessories,2021-01-08,2021
2924,2021-01-07 14:06:00,26,32,2,56.67,Not Returned,In-Store,113.34,36-45,East,Clothing,2021-01-07,2021
2926,2021-01-01 11:47:00,15,6,3,75.28,Not Returned,Online,225.84,46-55,West,Accessories,2021-01-01,2021
2927,2021-01-03 18:20:00,19,38,4,39.42,Not Returned,Online,157.68,18-25,East,Footwear,2021-01-03,2021
2928,2021-01-03 08:02:00,55,12,2,55.28,Not Returned,In-Store,110.56,36-45,East,Clothing,2021-01-03,2021
2929,2021-01-01 21:57:00,38,15,4,51.87,Not Returned,Online,207.48,56+,South,Footwear,2021-01-01,2021
2930,2021-01-02 19:07:00,27,24,5,53.97,Not Returned,Online,269.85,36-45,North,Accessories,2021-01-02,2021
2932,2021-01-09 14:34:00,82,50,4,64.08,Not Returned,Online,256.32,18-25,South,Accessories,2021-01-09,2021
2934,2021-01-03 18:17:00,9,49,7,44.68,Not Returned,In-Store,312.76,36-45,East,Footwear,2021-01-03,2021
2935,2021-01-09 00:37:00,31,16,6,53.45,Not Returned,In-Store,320.7,36-45,South,Footwear,2021-01-09,2021
2936,2021-01-01 17:17:00,36,16,1,29.67,Not Returned,Online,29.67,56+,East,Footwear,2021-01-01,2021
2937,2021-01-02 20:29:00,97,4,4,38.14,Not Returned,In-Store,152.56,56+,East,Clothing,2021-01-02,2021
2938,2021-01-01 01:12:00,21,35,6,62.61,Not Returned,In-Store,375.66,26-35,East,Footwear,2021-01-01,2021
2940,2021-01-03 21:57:00,63,7,1,56.37,Not Returned,In-Store,56.37,56+,East,Footwear,2021-01-03,2021
2941,2021-01-11 03:14:00,60,38,4,55.63,Not Returned,Online,222.52,26-35,West,Footwear,2021-01-11,2021
2942,2021-01-11 03:39:00,30,44,1,55.43,Not Returned,Online,55.43,46-55,East,Accessories,2021-01-11,2021
2943,2021-01-07 00:05:00,73,17,2,49.9,Not Returned,In-Store,99.8,56+,West,Accessories,2021-01-07,2021
2944,2021-01-10 02:37:00,30,38,7,25.15,Not Returned,Online,176.05,46-55,East,Footwear,2021-01-10,2021
2945,2021-01-11 08:37:00,56,40,3,86.64,Not Returned,Online,259.92,18-25,East,Accessories,2021-01-11,2021
2946,2021-01-11 02:47:00,6,11,2,56.67,Not Returned,In-Store,113.34,26-35,South,Clothing,2021-01-11,2021
2947,2021-01-06 23:51:00,66,11,5,47.94,Not Returned,In-Store,239.7,46-55,South,Clothing,2021-01-06,2021
2948,2021-01-11 08:36:00,65,40,7,44.64,Not Returned,Online,312.48,26-35,West,Accessories,2021-01-11,2021
2949,2021-01-05 07:34:00,9,40,4,94.31,Not Returned,In-Store,377.24,36-45,East,Accessories,2021-01-05,2021
2950,2021-01-11 06:02:00,23,8,6,99.97,Not Returned,In-Store,599.82,46-55,East,Accessories,2021-01-11,2021
2951,2021-01-02 04:46:00,52,35,1,50.89,Not Returned,Online,50.89,46-55,East,Footwear,2021-01-02,2021
2952,2021-01-03 19:20:00,67,35,3,84.69,Not Returned,Online,254.07,26-35,South,Footwear,2021-01-03,2021
2953,2021-01-05 15:06:00,69,25,2,84.3,Not Returned,Online,168.6,46-55,South,Clothing,2021-01-05,2021
2954,2021-01-03 05:31:00,5,1,6,57.74,Not Returned,Online,346.44,56+,West,Accessories,2021-01-03,2021
2955,2021-01-10 22:44:00,49,40,5,68.4,Not Returned,Online,342.0,26-35,West,Accessories,2021-01-10,2021
2956,2021-01-08 09:28:00,54,25,3,70.09,Not Returned,Online,210.27,56+,East,Clothing,2021-01-08,2021
2957,2021-01-07 01:05:00,74,40,3,25.18,Not Returned,Online,75.54,26-35,West,Accessories,2021-01-07,2021
